seqnames,start,end 
chr19,40714224,40721740
chr19,40721833,40722490
chr19,40739936,40741689
chr19,40748457,40750607
chr19,40750724,40752106
chr19,40761206,40761604
chr19,4077175,4079026
chr19,40776682,40779153
chr19,40797739,40798998
chr19,40799116,40808065
chr19,40810113,40811988
chr19,40818470,40818983
chr19,40819156,40819858
chr19,408589,409092
chr19,4089212,4090044
chr19,4097230,4099221
chr19,4113167,4113647
chr19,4114829,4116234
chr19,41206874,41208369
chr19,41217998,41218752
chr19,41218879,41221022
chr19,41225435,41226933
chr19,4123081,4123511
chr19,4123619,4124648
chr19,41261532,41263856
chr19,41264252,41266043
chr19,41296737,41301669
chr19,41308755,41311173
chr19,41321527,41322498
chr19,41322625,41329270
chr19,41350970,41354582
chr19,41355248,41356345
chr19,41363280,41365144
chr19,41376241,41377407
chr19,41396907,41398306
chr19,41401378,41402517
chr19,41402838,41404157
chr19,41404452,41405106
chr19,41405243,41410776
chr19,41410920,41413007
chr19,41425304,41432622
chr19,41432708,41433970
chr19,41439100,41440360
chr19,41447167,41448184
chr19,41455915,41457378
chr19,41478382,41481341
chr19,41499269,41502028
chr19,41521566,41522598
chr19,41531052,41532365
chr19,41548409,41550749
chr19,41554702,41555173
chr19,41576158,41576554
chr19,4182041,4183036
chr19,41859187,41860962
chr19,41870936,41872434
chr19,41882053,41884769
chr19,41958045,41959757
chr19,41979132,41979836
chr19,41990470,41991918
chr19,41992063,41994525
chr19,42024224,42025126
chr19,42037242,42038763
chr19,42038892,42039541
chr19,42075137,42077105
chr19,42216539,42218524
chr19,42219410,42220838
chr19,42241817,42245974
chr19,42246415,42247982
chr19,42248421,42248936
chr19,42249418,42251453
chr19,42251564,42257457
chr19,42267604,42268865
chr19,42269124,42271696
chr19,42275692,42276381
chr19,42276847,42287224
chr19,42302239,42302780
chr19,42325516,42326572
chr19,42331719,42332456
chr19,42364714,42365223
chr19,42365374,42367908
chr19,42396528,42397568
chr19,42401181,42402370
chr19,42408687,42410099
chr19,42412376,42413236
chr19,42418981,42424513
chr19,4242362,4242730
chr19,42426378,42426624
chr19,42432450,42434766
chr19,42434882,42435254
chr19,42449497,42450461
chr19,4246553,4247484
chr19,42466105,42467752
chr19,4247785,4248146
chr19,42492936,42493228
chr19,42527838,42529430
chr19,43004141,43005034
chr19,4338174,4338687
chr19,4341689,4344040
chr19,43438827,43439336
chr19,43439481,43439868
chr19,43463385,43464750
chr19,43474688,43475892
chr19,43498250,43499471
chr19,43503349,43504928
chr19,43525199,43526639
chr19,43526759,43528001
chr19,43528136,43528753
chr19,43532239,43534979
chr19,43561649,43563391
chr19,43575110,43575537
chr19,43575906,43576308
chr19,43580128,43581295
chr19,43594879,43596166
chr19,43596253,43597412
chr19,43618732,43620442
chr19,43668691,43670923
chr19,4367900,4370523
chr19,43700363,43701979
chr19,43725342,43726326
chr19,4372659,4376563
chr19,43727402,43727925
chr19,43754015,43756128
chr19,4379554,4381073
chr19,43827269,43827948
chr19,4389370,4392798
chr19,43901516,43902197
chr19,43934427,43935884
chr19,43950760,43951650
chr19,4396827,4397631
chr19,43983674,43985031
chr19,4399455,4400576
chr19,44002423,44003661
chr19,4401692,4402413
chr19,44024872,44025958
chr19,44051952,44052545
chr19,44071577,44072689
chr19,44093873,44095336
chr19,44113348,44114073
chr19,44140624,44142267
chr19,44149566,44150143
chr19,44164528,44165703
chr19,44207167,44208153
chr19,44211848,44213117
chr19,44259453,44260345
chr19,44304464,44305108
chr19,44356385,44356739
chr19,44400989,44402017
chr19,44447967,44448824
chr19,4448487,4449432
chr19,4449646,4450293
chr19,44499984,44501046
chr19,4454687,4455133
chr19,4455353,4458213
chr19,44591890,44593310
chr19,44606186,44608431
chr19,44633586,44634824
chr19,44643535,44644832
chr19,44646761,44650314
chr19,44684604,44685095
chr19,44685230,44685980
chr19,44691993,44692300
chr19,44694893,44696140
chr19,4471005,4472062
chr19,44717427,44719519
chr19,4472213,4473084
chr19,447387,448661
chr19,44741286,44745524
chr19,44746108,44751667
chr19,44752208,44758992
chr19,44796166,44797606
chr19,44807279,44809837
chr19,44810034,44810863
chr19,44820309,44823290
chr19,44844343,44845997
chr19,44846092,44851047
chr19,44855839,44857589
chr19,44868059,44869367
chr19,44869656,44870617
chr19,44870743,44871162
chr19,44875473,44876492
chr19,44890407,44890948
chr19,44891118,44892324
chr19,44954187,44957178
chr19,45000999,45002015
chr19,45002197,45002585
chr19,4501687,4502291
chr19,45038369,45039729
chr19,45045500,45046834
chr19,45048688,45049266
chr19,45075756,45076471
chr19,45078959,45079874
chr19,45091034,45091522
chr19,45091702,45093710
chr19,45097795,45098882
chr19,45098990,45100384
chr19,45102756,45105381
chr19,45136592,45137759
chr19,4515787,4521003
chr19,45166541,45167399
chr19,45171561,45171921
chr19,45172217,45172892
chr19,45177810,45178382
chr19,45178669,45179958
chr19,45211698,45213193
chr19,45245229,45246447
chr19,45250544,45251277
chr19,45251357,45252421
chr19,45307745,45308141
chr19,45308364,45308844
chr19,45311205,45312576
chr19,45317240,45318469
chr19,45320075,45324960
chr19,4534279,4535919
chr19,4536477,4537061
chr19,45370141,45371703
chr19,45375888,45377088
chr19,45398329,45399204
chr19,45400032,45400748
chr19,45401727,45406886
chr19,45413784,45414448
chr19,45415695,45417271
chr19,45419028,45419698
chr19,45422918,45425909
chr19,45427259,45430459
chr19,45439310,45441476
chr19,45442475,45445081
chr19,45450165,45450772
chr19,45450973,45451557
chr19,45455962,45456478
chr19,45467360,45470250
chr19,45477914,45479267
chr19,45485184,45486140
chr19,45492755,45493307
chr19,45496256,45496968
chr19,45505877,45510364
chr19,45514038,45515744
chr19,45515848,45516416
chr19,45524041,45524863
chr19,45525002,45525443
chr19,45556521,45557076
chr19,45560511,45561165
chr19,45562114,45563538
chr19,45568432,45570939
chr19,45571166,45571951
chr19,45572930,45573626
chr19,45573743,45579441
chr19,45583562,45586121
chr19,4559089,4560444
chr19,45595120,45595909
chr19,45596089,45599848
chr19,45599997,45600306
chr19,45600588,45602656
chr19,45606695,45607948
chr19,45615298,45616049
chr19,45641293,45642844
chr19,45645767,45646170
chr19,4567062,4568179
chr19,45681310,45682207
chr19,45691397,45693483
chr19,45707096,45707441
chr19,45716001,45718730
chr19,45730498,45731399
chr19,4574225,4575419
chr19,4575574,4576545
chr19,45763816,45771518
chr19,45779770,45780419
chr19,45781475,45786313
chr19,45792010,45792980
chr19,45862258,45863241
chr19,45876337,45877508
chr19,45885152,45887767
chr19,45902210,45902734
chr19,45902813,45903514
chr19,45953818,45954710
chr19,45955293,45956126
chr19,45956282,45957616
chr19,45958496,45959638
chr19,45959723,45960579
chr19,45970528,45973404
chr19,45973610,45974388
chr19,459796,460722
chr19,45995437,45995825
chr19,4609631,4610678
chr19,46282663,46284806
chr19,46288793,46290148
chr19,46296515,46305297
chr19,46345867,46347567
chr19,46349556,46352262
chr19,46355208,46356299
chr19,46372773,46374650
chr19,4637722,4639312
chr19,46377503,46379135
chr19,46379250,46379833
chr19,46379977,46380669
chr19,46384165,46384540
chr19,4639465,4641141
chr19,46403783,46405282
chr19,46407962,46409698
chr19,46411585,46414261
chr19,46416214,46416852
chr19,46451012,46451841
chr19,4646569,4649933
chr19,46470700,46472084
chr19,46480621,46481317
chr19,46493439,46493910
chr19,4654347,4655513
chr19,46600313,46603642
chr19,46603730,46604336
chr19,46604787,46605969
chr19,46618834,46620642
chr19,46620732,46621979
chr19,46624042,46626531
chr19,46631065,46631622
chr19,46638700,46639968
chr19,46654452,46655516
chr19,46659262,46661189
chr19,46661495,46662141
chr19,4669737,4671924
chr19,46712948,46718454
chr19,46718738,46719177
chr19,46727268,46729420
chr19,46733734,46734676
chr19,46738693,46739332
chr19,46739711,46740262
chr19,46745512,46746436
chr19,46746528,46746881
chr19,4676559,4678324
chr19,46768109,46769566
chr19,46784436,46784867
chr19,46785835,46788589
chr19,46840749,46841304
chr19,46841519,46842372
chr19,46850292,46851216
chr19,46855702,46857567
chr19,46859096,46864782
chr19,46864885,46865226
chr19,46903122,46905365
chr19,46912945,46913598
chr19,46924235,46926298
chr19,46926735,46927764
chr19,46927865,46928772
chr19,4693640,4696315
chr19,46944484,46946670
chr19,46950705,46951322
chr19,46963156,46963573
chr19,46967440,46968508
chr19,46969090,46969638
chr19,46969781,46974364
chr19,46974899,46978542
chr19,46983999,46986318
chr19,46989063,46989530
chr19,46989884,46994580
chr19,46995847,46996176
chr19,47047741,47048753
chr19,4706875,4708595
chr19,47079574,47080172
chr19,4709377,4710808
chr19,47095995,47097000
chr19,47097191,47098618
chr19,47105903,47108846
chr19,47109319,47114511
chr19,4712702,4714898
chr19,47130302,47131723
chr19,4715414,4715928
chr19,47154647,47155430
chr19,47156542,47159971
chr19,47175978,47178397
chr19,47181700,47182394
chr19,47182639,47183561
chr19,47189745,47190967
chr19,47209289,47210129
chr19,47210355,47211162
chr19,4722112,4724744
chr19,47225417,47229476
chr19,47229556,47231992
chr19,47242772,47243746
chr19,4724846,4725498
chr19,47255962,47258949
chr19,47272582,47274711
chr19,47274844,47277048
chr19,47277263,47278318
chr19,47330246,47330915
chr19,47377029,47378345
chr19,474101,475225
chr19,4744460,4745066
chr19,47483878,47485165
chr19,47493138,47493683
chr19,47493849,47494624
chr19,47505926,47508733
chr19,47509248,47513114
chr19,47513953,47515103
chr19,47515522,47516129
chr19,47521604,47523028
chr19,47523618,47524269
chr19,47541661,47542976
chr19,47598378,47601354
chr19,47607685,47611547
chr19,47612530,47613717
chr19,47617973,47619755
chr19,47623176,47624663
chr19,47625242,47627419
chr19,47631760,47632655
chr19,47661673,47665169
chr19,47712881,47714718
chr19,47716501,47717854
chr19,47718110,47720883
chr19,47722695,47724496
chr19,47728339,47730794
chr19,47741781,47744493
chr19,47745079,47746197
chr19,47762528,47764155
chr19,47777883,47781478
chr19,47781923,47783095
chr19,4790850,4791240
chr19,4791648,4793038
chr19,4793833,4796266
chr19,4796457,4796923
chr19,479679,480378
chr19,4800012,4803261
chr19,48107620,48108098
chr19,48109717,48111603
chr19,4812678,4813681
chr19,48169559,48171158
chr19,48203430,48204513
chr19,48248382,48249871
chr19,48249964,48250935
chr19,48254602,48256332
chr19,48257667,48258554
chr19,48259461,48260351
chr19,48270685,48272268
chr19,4830452,4832349
chr19,48309263,48311381
chr19,48320236,48322986
chr19,48324706,48326480
chr19,48329691,48331029
chr19,48332041,48334399
chr19,48347905,48348581
chr19,48363137,48364571
chr19,48390349,48391598
chr19,48417184,48417977
chr19,48444623,48446407
chr19,4844964,4845303
chr19,48468227,48468917
chr19,48469166,48470470
chr19,48479848,48481479
chr19,48487619,48488902
chr19,48492542,48493959
chr19,48567966,48568994
chr19,48572982,48573756
chr19,48583657,48584467
chr19,48618556,48620612
chr19,48622892,48624224
chr19,48624305,48624789
chr19,48629669,48631816
chr19,48633782,48639026
chr19,48645070,48646752
chr19,48660662,48661649
chr19,4866519,4868090
chr19,48713571,48714146
chr19,48714428,48717830
chr19,48718069,48721423
chr19,48724193,48727218
chr19,48738205,48738864
chr19,48738978,48742304
chr19,48746335,48747704
chr19,48751256,48753596
chr19,48759613,48761269
chr19,48772082,48772998
chr19,4877650,4879163
chr19,48781566,48782301
chr19,48794897,48796504
chr19,48809901,48813573
chr19,48816114,48816764
chr19,48818986,48819582
chr19,48819742,48820135
chr19,488328,490133
chr19,48867456,48869401
chr19,48871659,48876999
chr19,48877528,48880025
chr19,48880120,48880818
chr19,48895872,48896837
chr19,48899444,48901105
chr19,48907507,48908610
chr19,48908879,48910268
chr19,48954092,48955625
chr19,48962474,48962765
chr19,48963296,48967379
chr19,48967486,48969150
chr19,48970633,48971038
chr19,48977140,48981005
chr19,48981260,48982381
chr19,48989247,48989936
chr19,48990021,48994488
chr19,49084518,49086063
chr19,49094522,49095619
chr19,49110896,49111194
chr19,49113939,49115369
chr19,49117446,49119979
chr19,49128296,49128797
chr19,49133979,49134379
chr19,49135783,49136875
chr19,49137135,49137440
chr19,49147847,49151636
chr19,49152531,49153647
chr19,49153745,49156586
chr19,49157230,49160144
chr19,49164066,49166388
chr19,49189155,49190334
chr19,49196250,49197307
chr19,49216919,49218062
chr19,49339071,49341825
chr19,49356297,49356858
chr19,49361164,49363579
chr19,49363755,49364183
chr19,49441930,49442754
chr19,49442971,49443856
chr19,49451246,49454164
chr19,49455442,49455860
chr19,49455977,49457453
chr19,49457675,49458606
chr19,49468181,49469078
chr19,49469260,49469830
chr19,49469953,49470569
chr19,49473423,49474997
chr19,49478407,49479448
chr19,49486764,49487371
chr19,49487490,49489857
chr19,49495346,49497501
chr19,49499298,49499667
chr19,49499894,49501800
chr19,49511604,49514345
chr19,49527211,49528358
chr19,49554479,49555479
chr19,49560034,49560448
chr19,49569950,49572102
chr19,49579782,49581285
chr19,49589446,49592777
chr19,49592884,49593398
chr19,49593527,49594106
chr19,49630912,49631630
chr19,49637508,49643030
chr19,49664095,49666308
chr19,49672087,49672454
chr19,49675368,49676805
chr19,49677057,49678624
chr19,49678705,49679426
chr19,49680317,49680840
chr19,4968204,4968705
chr19,49685632,49686088
chr19,49686897,49691028
chr19,4969027,4969317
chr19,4969401,4972105
chr19,49717195,49718232
chr19,49726909,49728397
chr19,4975675,4978420
chr19,49761281,49762385
chr19,49764803,49766496
chr19,49766892,49767829
chr19,49808220,49810442
chr19,49812230,49814355
chr19,49816782,49822032
chr19,49850099,49852218
chr19,49865517,49866206
chr19,49866473,49868621
chr19,49868772,49871116
chr19,49875373,49878654
chr19,4987704,4988287
chr19,4988799,4989373
chr19,49897036,49897728
chr19,49928823,49931349
chr19,50024836,50026436
chr19,50050733,50051082
chr19,50147199,50148402
chr19,50191114,50191917
chr19,50198200,50200299
chr19,50202923,50204076
chr19,50204306,50205953
chr19,50230601,50231461
chr19,50233871,50235780
chr19,5032080,5033200
chr19,50329565,50330170
chr19,50330257,50331536
chr19,50331673,50332021
chr19,50332119,50334273
chr19,50357220,50358840
chr19,5036452,5037080
chr19,50368493,50369531
chr19,50374389,50375097
chr19,50375807,50376925
chr19,50383329,50385097
chr19,50431799,50432077
chr19,50475961,50476900
chr19,50498246,50498731
chr19,50499846,50503218
chr19,50510316,50512210
chr19,5054510,5055412
chr19,506313,508013
chr19,50722681,50723943
chr19,50724088,50724786
chr19,5076874,5077216
chr19,50804258,50805653
chr19,5090712,5092167
chr19,5092502,5094004
chr19,5102321,5104605
chr19,510438,511793
chr19,5107009,5108020
chr19,51101531,51101957
chr19,51107875,51108375
chr19,51124245,51124852
chr19,51128153,51128903
chr19,51131747,51132449
chr19,51132542,51133014
chr19,51137004,51137356
chr19,5113767,5115718
chr19,5127563,5129872
chr19,51338869,51339737
chr19,51339991,51340769
chr19,51362722,51364051
chr19,51364875,51368482
chr19,51393745,51394315
chr19,51571243,51571897
chr19,51593906,51594852
chr19,51686996,51692684
chr19,51703340,51705362
chr19,51784275,51784839
chr19,51785093,51785518
chr19,51786838,51787261
chr19,51797283,51801824
chr19,51887438,51888378
chr19,51904199,51905199
chr19,51926356,51928042
chr19,51986495,51987179
chr19,52007516,52008917
chr19,52027737,52029289
chr19,52048218,52050202
chr19,52095188,52095861
chr19,52096058,52096683
chr19,52138966,52140971
chr19,52170502,52172232
chr19,52188340,52189746
chr19,52189916,52192180
chr19,52192406,52192734
chr19,52199012,52201895
chr19,52268953,52269450
chr19,52269562,52270617
chr19,52296366,52297021
chr19,52297139,52298087
chr19,52335788,52337015
chr19,52369394,52370733
chr19,52397217,52398322
chr19,52453259,52453964
chr19,52526456,52528660
chr19,52534218,52534731
chr19,52535259,52536741
chr19,52569558,52571012
chr19,52600686,52601018
chr19,52601215,52602062
chr19,52602160,52602566
chr19,52637439,52639043
chr19,52689528,52691766
chr19,52734367,52736673
chr19,52786009,52786762
chr19,5281056,5281585
chr19,5281948,5282986
chr19,52820943,52821553
chr19,5283309,5283964
chr19,52857207,52858455
chr19,52896195,52898588
chr19,5290584,5291389
chr19,52923056,52924694
chr19,5292427,5293632
chr19,52941893,52943504
chr19,52961966,52963731
chr19,52993237,52994303
chr19,53077251,53077629
chr19,53078059,53079574
chr19,530857,534396
chr19,53086212,53087057
chr19,53087247,53088541
chr19,53094764,53095052
chr19,53102092,53104483
chr19,53127177,53127626
chr19,53130143,53131780
chr19,53132018,53133246
chr19,53156559,53157013
chr19,53157217,53159710
chr19,53192556,53193931
chr19,53196481,53196932
chr19,53197053,53197756
chr19,53254278,53254893
chr19,53255033,53255601
chr19,53332903,53333576
chr19,53333680,53334373
chr19,53394128,53395843
chr19,53431406,53432491
chr19,53467182,53468518
chr19,53518817,53520960
chr19,53537242,53539123
chr19,53553818,53555208
chr19,53599786,53601041
chr19,53645624,53646243
chr19,53841859,53843069
chr19,53848763,53849947
chr19,53865419,53870016
chr19,53870431,53871218
chr19,53977757,53978150
chr19,54102776,54103615
chr19,54114599,54116054
chr19,54136207,54137077
chr19,54137671,54138687
chr19,54146892,54148337
chr19,54158921,54159867
chr19,54159983,54160616
chr19,54171664,54172136
chr19,54172921,54173334
chr19,54188683,54192126
chr19,54200118,54201654
chr19,54208486,54210673
chr19,54364541,54365377
chr19,54420610,54422079
chr19,54447769,54450159
chr19,54462004,54465305
chr19,54468928,54469518
chr19,54469751,54471930
chr19,54472971,54473958
chr19,55015119,55015702
chr19,55062369,55063585
chr19,55080850,55081421
chr19,55086457,55088426
chr19,55091678,55092727
chr19,55098827,55101201
chr19,55111440,55119303
chr19,55149135,55152036
chr19,55154011,55154818
chr19,55156073,55160740
chr19,55166858,55167155
chr19,55216637,55217175
chr19,55227359,55228957
chr19,55252004,55252338
chr19,55257918,55260289
chr19,55279582,55280976
chr19,55283839,55285981
chr19,55338680,55339503
chr19,55339786,55340610
chr19,5536082,5539747
chr19,55383865,55386683
chr19,55407041,55408999
chr19,55459765,55461780
chr19,55461863,55462334
chr19,55475773,55477602
chr19,55484292,55488276
chr19,55488481,55488901
chr19,55492851,55495135
chr19,55503879,55504367
chr19,55517074,55517746
chr19,55525288,55526995
chr19,55545481,55548310
chr19,55549501,55550259
chr19,55562494,55563763
chr19,55563986,55565051
chr19,555690,556827
chr19,55579610,55581633
chr19,55585374,55586532
chr19,55586837,55587239
chr19,55598353,55601560
chr19,55604151,55606786
chr19,55610032,55613018
chr19,55623012,55625015
chr19,55634345,55636178
chr19,55639800,55644280
chr19,55647424,55649417
chr19,55653175,55655916
chr19,55674380,55678365
chr19,5585347,5586400
chr19,558607,559644
chr19,56086844,56088281
chr19,56090571,56091822
chr19,56105278,56105756
chr19,56110029,56114107
chr19,56118233,56122261
chr19,56132017,56132745
chr19,56140015,56141522
chr19,56141738,56142154
chr19,56149373,56150720
chr19,56155735,56157821
chr19,5621375,5624425
chr19,56305749,56306358
chr19,56307176,56307748
chr19,56313815,56315997
chr19,56367516,56369277
chr19,56392821,56394093
chr19,56403218,56404637
chr19,56476874,56478651
chr19,56507291,56508684
chr19,56538018,56538782
chr19,56538916,56539678
chr19,56566682,56568369
chr19,56594950,56595732
chr19,56596869,56597278
chr19,56613036,56613793
chr19,56671327,56672532
chr19,5679531,5681334
chr19,56837051,56840682
chr19,5686396,5687644
chr19,5690234,5692449
chr19,570962,578075
chr19,5714350,5714863
chr19,57171292,57172037
chr19,57172246,57172568
chr19,57190919,57192100
chr19,5719299,5721193
chr19,57215456,57215882
chr19,57215990,57216570
chr19,57239973,57241601
chr19,57279341,57281530
chr19,57319754,57321645
chr19,57335227,57336441
chr19,57337857,57340170
chr19,57350593,57352336
chr19,57360898,57364341
chr19,57388961,57390558
chr19,57410560,57411649
chr19,57465880,57467212
chr19,57476730,57478371
chr19,57487630,57488137
chr19,57499816,57500320
chr19,57527241,57528127
chr19,57558645,57560594
chr19,57578560,57579581
chr19,57583454,57584036
chr19,57599176,57600521
chr19,57613819,57614929
chr19,57633072,57634010
chr19,57651006,57652029
chr19,57663885,57665401
chr19,57681487,57682572
chr19,57708289,57709691
chr19,57726774,57728350
chr19,57746648,57747457
chr19,57769136,57771299
chr19,57803361,57804550
chr19,57813941,57815480
chr19,57819063,57820418
chr19,57829361,57831204
chr19,57849750,57850455
chr19,57888166,57889541
chr19,5790284,5791611
chr19,57916121,57917076
chr19,579167,580859
chr19,57934494,57935673
chr19,57946859,57948331
chr19,5799481,5799841
chr19,58001961,58003638
chr19,58009746,58010371
chr19,5805401,5806026
chr19,58054241,58055856
chr19,58058357,58060218
chr19,58097821,58099031
chr19,58150119,58150937
chr19,58154140,58155581
chr19,58182201,58184460
chr19,58227909,58229806
chr19,5826372,5829579
chr19,58277799,58280152
chr19,58304785,58306096
chr19,58326742,58328032
chr19,58347048,58347654
chr19,58361658,58363447
chr19,58372348,58373599
chr19,58380048,58381761
chr19,58385957,58387683
chr19,58401503,58401860
chr19,58407750,58409926
chr19,584153,584536
chr19,58439422,58440223
chr19,58440398,58441062
chr19,58451595,58452083
chr19,58467082,58467780
chr19,58475111,58477106
chr19,58498696,58499313
chr19,58499430,58500098
chr19,58513835,58514735
chr19,58518524,58520981
chr19,58537965,58538988
chr19,58543133,58545354
chr19,58554047,58556350
chr19,58557222,58560211
chr19,58562354,58563313
chr19,58572079,58574699
chr19,58575083,58576339
chr19,58580896,58581550
chr19,588023,589110
chr19,5893775,5896063
chr19,5903249,5904675
chr19,5904817,5905511
chr19,5915720,5916695
chr19,5925901,5928216
chr19,5935172,5936380
chr19,5940577,5941618
chr19,5946782,5949089
chr19,5949768,5951033
chr19,5951192,5952381
chr19,5952477,5952753
chr19,5952873,5956750
chr19,5958479,5961234
chr19,5961333,5963468
chr19,5966005,5967100
chr19,5967312,5967627
chr19,5967706,5969192
chr19,5977532,5978154
chr19,5978244,5978854
chr19,5979419,5980428
chr19,602435,603093
chr19,6056263,6059198
chr19,6065210,6068408
chr19,6087243,6088700
chr19,6091364,6093519
chr19,6098994,6100064
chr19,6100141,6101041
chr19,610036,611453
chr19,6101787,6102149
chr19,6102491,6104300
chr19,6104398,6105676
chr19,6107986,6109814
chr19,6110762,6111128
chr19,6160873,6161549
chr19,6161654,6162239
chr19,6199807,6200424
chr19,6219005,6220852
chr19,6223060,6224719
chr19,6232613,6234954
chr19,6238463,6239523
chr19,6242058,6242817
chr19,6249051,6249929
chr19,6271024,6275989
chr19,6276814,6277211
chr19,6279012,6279658
chr19,632835,633575
chr19,633697,634088
chr19,6361012,6362526
chr19,6371868,6374287
chr19,6392757,6394414
chr19,6423808,6424443
chr19,6424599,6425089
chr19,6425366,6426115
chr19,6459193,6460711
chr19,6516175,6516997
chr19,6530484,6530864
chr19,658201,660455
chr19,660707,664157
chr19,6736168,6737745
chr19,6737853,6741702
chr19,6743876,6745872
chr19,674698,681055
chr19,6753436,6753834
chr19,6772728,6773302
chr19,7069352,7070207
chr19,707219,708852
chr19,709014,711359
chr19,7098487,7100093
chr19,7134529,7135651
chr19,7156743,7160700
chr19,7181858,7184170
chr19,718425,720366
chr19,7188199,7188973
chr19,7196855,7198873
chr19,7199192,7200499
chr19,720578,721099
chr19,7210900,7212196
chr19,722187,723644
chr19,7230142,7230818
chr19,7232118,7232728
chr19,7242793,7243226
chr19,727321,728912
chr19,7292733,7295318
chr19,7320751,7321850
chr19,7394675,7395641
chr19,7488226,7489567
chr19,7493859,7495244
chr19,7514726,7516098
chr19,7516268,7516951
chr19,7521763,7522548
chr19,7533059,7536283
chr19,7618427,7619286
chr19,7628984,7629606
chr19,7629712,7630246
chr19,7680670,7682209
chr19,779072,779729
chr19,780923,784868
chr19,7860696,7861090
chr19,7869339,7870030
chr19,788353,790656
chr19,7903085,7903594
chr19,7903797,7904455
chr19,790781,793049
chr19,7916523,7918490
chr19,7919679,7920676
chr19,7920931,7921867
chr19,7928037,7929513
chr19,7942931,7944610
chr19,7951453,7952416
chr19,796481,797070
chr19,797236,802403
chr19,7973210,7975271
chr19,7982617,7983619
chr19,7987056,7987409
chr19,7988860,7989745
chr19,7992990,7994246
chr19,8000056,8003116
chr19,8004666,8005377
chr19,8005693,8006307
chr19,802931,803524
chr19,8139252,8139794
chr19,8193560,8194813
chr19,8208347,8210197
chr19,8239864,8241953
chr19,8250087,8251976
chr19,8269043,8269414
chr19,8306134,8307624
chr19,8307788,8308893
chr19,8311473,8313199
chr19,8320352,8322359
chr19,8324331,8325902
chr19,8333051,8335133
chr19,8335243,8336512
chr19,8336617,8337160
chr19,8337768,8338121
chr19,8340302,8343982
chr19,8350182,8350493
chr19,8361579,8364811
chr19,8366415,8367908
chr19,8389215,8395593
chr19,8404436,8405561
chr19,8413224,8414102
chr19,8417106,8419011
chr19,8422917,8424034
chr19,8424191,8425251
chr19,8433253,8434550
chr19,8434680,8435259
chr19,8444264,8446205
chr19,8459000,8461302
chr19,8469328,8473447
chr19,8475353,8475730
chr19,847577,847930
chr19,850146,851518
chr19,8513014,8514775
chr19,8517431,8518843
chr19,8525084,8525672
chr19,8525906,8526924
chr19,858766,860508
chr19,8592707,8593340
chr19,8608685,8610232
chr19,8610314,8610994
chr19,8611390,8612536
chr19,8640614,8640954
chr19,8831524,8833193
chr19,892246,894128
chr19,912715,913928
chr19,9139986,9141024
chr19,925354,928448
chr19,9309007,9310625
chr19,9323073,9324966
chr19,932511,933358
chr19,934419,935681
chr19,940363,941551
chr19,9406660,9407747
chr19,9434848,9436311
chr19,9538045,9539733
chr19,9583747,9585055
chr19,9620594,9622641
chr19,9625974,9627128
chr19,9674233,9675662
chr19,9767576,9769321
chr19,9784450,9785577
chr19,9785727,9786846
chr19,9791234,9791843
chr19,9792061,9793778
chr19,9818105,9820393
chr19,982708,983467
chr19,9827247,9828480
chr19,9834543,9835816
chr19,983790,984771
chr19,9944580,9945531
chr19,9945851,9946601
chr19,9986188,9986936
chr2,10006325,10007174
chr2,100072470,100073161
chr2,10008221,10008941
chr2,10009233,10010632
chr2,100182630,100183518
chr2,100192135,100193445
chr2,100193591,100194484
chr2,100196701,100199284
chr2,100213105,100216032
chr2,10027255,10030756
chr2,100320393,100321721
chr2,100321835,100323217
chr2,10035688,10038391
chr2,10039789,10041185
chr2,100416764,100418034
chr2,10041717,10043241
chr2,10043549,10045785
chr2,100559347,100560113
chr2,100561900,100564059
chr2,10056940,10058326
chr2,100604058,100604807
chr2,100615461,100616299
chr2,100673570,100674282
chr2,100742124,100742497
chr2,100780414,100780780
chr2,100780881,100781456
chr2,100785920,100786962
chr2,100787066,100787649
chr2,10078967,10080110
chr2,100813078,100814654
chr2,100814754,100815178
chr2,100817823,100820127
chr2,100820294,100822799
chr2,100822888,100825400
chr2,100833823,100834911
chr2,100844781,100846279
chr2,100877477,100878983
chr2,100886252,100886770
chr2,100887441,100888020
chr2,100892377,100893116
chr2,100893762,100894924
chr2,100895496,100897129
chr2,100904509,100906694
chr2,100924051,100925621
chr2,100934527,100937285
chr2,101001634,101002935
chr2,101031216,101031655
chr2,101063412,101064341
chr2,101106154,101106716
chr2,101107006,101116301
chr2,101116774,101118479
chr2,101118758,101121993
chr2,101123479,101126331
chr2,101139803,101141186
chr2,101149980,101154456
chr2,10119855,10120906
chr2,101251925,101253628
chr2,101261135,101262200
chr2,101262289,101264202
chr2,101264344,101265535
chr2,101265647,101266901
chr2,101306566,101306948
chr2,101307032,101309338
chr2,101330450,101331229
chr2,101434812,101435697
chr2,101439651,101440076
chr2,101440287,101440866
chr2,101441045,101441890
chr2,101463782,101464300
chr2,101464417,101465133
chr2,101473514,101475361
chr2,101500637,101501300
chr2,101501461,101502123
chr2,101518557,101519089
chr2,101533345,101534115
chr2,101558348,101560146
chr2,101654435,101655572
chr2,101695998,101697780
chr2,101697860,101699591
chr2,101699775,101700335
chr2,101703376,101704343
chr2,101709765,101710586
chr2,101733034,101737319
chr2,101738096,101739589
chr2,101741992,101743395
chr2,101743605,101744432
chr2,101758898,101759360
chr2,101762489,101763327
